Name,Reference,Count,Subitems names,Status,Segment,Location,Description
Stehtisch Husse weiß,AOZ99O,16,"Stehtisch Husse weiß , Husse weiß 02, Husse weiß 03, Husse weiß 04, Husse weiß 05, Husse weiß 06, Husse weiß 07, Husse weiß 08, Husse weiß 09, Husse weiß 10, Husse weiß 11, Husse weiß 12, Husse weiß 13, Husse weiß 14, Husse weiß 15, Husse weiß 16",ready,artikel,SLT Rental - Krefeld,"weiße Husse fürTisch 80 x 110 cm
Die Husse muss gewaschen zurückgegeben werden!"
Stuhl weiß ,671OZJ,4,"Stuhl weiß 1, Stuhl weiß  02, Stuhl weiß  03, Stuhl weiß  04",ready,artikel,SLT Rental - Bonn,"Farbe: weiß
Material: 100% Polypropylen
wetterfest
maximale Belastbarkeit: ca. 120 kg
Sitzhöhe: ca. 42,5 cm
Sitztiefe: ca. 38 cm
Höhe Rückenlehne: ca. 37,5 cm"
Stuhl weiß,3KTRT8,15,"Stuhl weiß 1, Stuhl weiß 2, Stuhl weiß 3, Stuhl weiß 4, Stuhl weiß 5, Stuhl weiß 6, Stuhl weiß 7, Stuhl weiß 8, Stuhl weiß 9, Stuhl weiß 10, Stuhl weiß 11, Stuhl weiß 12, Stuhl weiß 13, Stuhl weiß 14, Stuhl weiß 15",ready,artikel,SLT Rental - Krefeld,"Farbe: weiß
Material: 100% Polypropylen
wetterfest
maximale Belastbarkeit: ca. 120 kg
Sitzhöhe: ca. 42,5 cm
Sitztiefe: ca. 38 cm
Höhe Rückenlehne: ca. 37,5 cm"
"Teller Deluxe 27, 10er Set",NZWMHN,7,"Teller Deluxe 27, 10er Set 1, Teller Deluxe 27, 10er Set 2, Teller Deluxe 27, 10er Set 3, Teller Deluxe 27, 10er Set 4, Teller Deluxe 27, 10er Set 5, Teller Deluxe 27, 10er Set 6, Teller Deluxe 27, 10er Set 7",ready,artikel,SLT Rental - Krefeld,"Speiseteller 27 cm<br>
Hersteller: Sänger<br>
Serie: Darwin<br>
Spülmaschinenfest<br>
Das schlichte und dennoch elegante Design des Darwin Sets fügt sich nahtlos in jede Tischdekoration ein und passt zu verschiedenen Anlässen<br>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
750 kg Motorradanhänger 2-fach,NTIF8C,2,"750 kg Motorrad 2-fach, 1637, 750 kg Motorrad 2-fach, 1638",ready,artikel,SLT Rental - Mühlheim 24/7,"Für den transport von 1 bis 2 Motorrädern<br/>
Marke: Humbauer<br/>
Ladeflächenmaß: 220 x 131 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 606 kg<br/>
Extras: Auffahrrampe inkl.<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1000 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
"Dessertteller Deluxe 21, 10er Set",VIGSG2,7,"Teller klein Deluxe 21, 10er Set 1, Teller klein Deluxe 21, 10er Set 2, Teller klein Deluxe 21, 10er Set 3, Teller klein Deluxe 21, 10er Set 4, Teller klein Deluxe 21, 10er Set 5, Teller klein Deluxe 21, 10er Set 6, Teller klein Deluxe 21, 10er Set 7",ready,artikel,SLT Rental - Krefeld,"Dessertteller - ØxH: 21,8x2,3 cm<br>
Hersteller: Sänger<br>
Serie: Darwin<br>
Spülmaschinenfest<br>
Das schlichte und dennoch elegante Design des Darwin Sets fügt sich nahtlos in jede Tischdekoration ein und passt zu verschiedenen Anlässen<br>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Teller SIMPLY 25, 10er Set",UGNDNW,3,"Teller SIMPLY 25, 10er Set 1, Teller SIMPLY 25, 10er Set 2, Teller SIMPLY 25, 10er Set 3",ready,artikel,SLT Rental - Bonn,"Teller weiß in Porzellanoptik, 25 cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Teller SIMPLY 25, 10er Set",1I2HWN,40,"Teller SIMPLY 25, 10er Set 1, Teller SIMPLY 25, 10er Set 2, Teller SIMPLY 25, 10er Set 3, Teller SIMPLY 25, 10er Set 4, Teller SIMPLY 25, 10er Set 5, Teller SIMPLY 25, 10er Set 6, Teller SIMPLY 25, 10er Set 7, Teller SIMPLY 25, 10er Set 8, Teller SIMPLY 25, 10er Set 9, Teller SIMPLY 25, 10er Set 10, Teller SIMPLY 25, 10er Set 11, Teller SIMPLY 25, 10er Set 12, Teller SIMPLY 25, 10er Set 13, Teller SIMPLY 25, 10er Set 14, Teller SIMPLY 25, 10er Set 15, Teller SIMPLY 25, 10er Set 16, Teller SIMPLY 25, 10er Set 17, Teller SIMPLY 25, 10er Set 18, Teller SIMPLY 25, 10er Set 19, Teller SIMPLY 25, 10er Set 20, Teller SIMPLY 25, 10er Set 21, Teller SIMPLY 25, 10er Set 22, Teller SIMPLY 25, 10er Set 23, Teller SIMPLY 25, 10er Set 24, Teller SIMPLY 25, 10er Set 25, Teller SIMPLY 25, 10er Set 26, Teller SIMPLY 25, 10er Set 27, Teller SIMPLY 25, 10er Set 28, Teller SIMPLY 25, 10er Set 29, Teller SIMPLY 25, 10er Set 30, Teller SIMPLY 25, 10er Set 31, Teller SIMPLY 25, 10er Set 32, Teller SIMPLY 25, 10er Set 33, Teller SIMPLY 25, 10er Set 34, Teller SIMPLY 25, 10er Set 35, Teller SIMPLY 25, 10er Set 36, Teller SIMPLY 25, 10er Set 37, Teller SIMPLY 25, 10er Set 38, Teller SIMPLY 25, 10er Set 39, Teller SIMPLY 25, 10er Set 40",ready,artikel,SLT Rental - Krefeld,"Teller weiß in Porzellanoptik, 25 cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Teller tief SIMPLY 20, 10er Set",HAZLZ4,5,"Teller tief SIMPLY 20, 10er Set 1, Teller tief SIMPLY 20, 10er Set 2, Teller tief SIMPLY 20, 10er Set 3, Teller tief SIMPLY 20, 10er Set 4, Teller tief SIMPLY 20, 10er Set 5",ready,artikel,SLT Rental - Bonn,"Suppenteller weiß in Porzellanoptik, 20cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Teller tief SIMPLY 20, 10er Set",CYKHB6,20,"Teller tief SIMPLY 20, 10er Set 1, Teller tief SIMPLY 20, 10er Set 2, Teller tief SIMPLY 20, 10er Set 3, Teller tief SIMPLY 20, 10er Set 4, Teller tief SIMPLY 20, 10er Set 5, Teller tief SIMPLY 20, 10er Set 6, Teller tief SIMPLY 20, 10er Set 7, Teller tief SIMPLY 20, 10er Set 8, Teller tief SIMPLY 20, 10er Set 9, Teller tief SIMPLY 20, 10er Set 10, Teller tief SIMPLY 20, 10er Set 11, Teller tief SIMPLY 20, 10er Set 12, Teller tief SIMPLY 20, 10er Set 13, Teller tief SIMPLY 20, 10er Set 14, Teller tief SIMPLY 20, 10er Set 15, Teller tief SIMPLY 20, 10er Set 16, Teller tief SIMPLY 20, 10er Set 17, Teller tief SIMPLY 20, 10er Set 18, Teller tief SIMPLY 20, 10er Set 19, Teller tief SIMPLY 20, 10er Set 20",ready,artikel,SLT Rental - Krefeld,"Suppenteller weiß in Porzellanoptik, 20cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
750 kg Motorradanhänger 3-fach,9JL36T,2,"3-fach Motorrad, 1629, 3- fach Motorrad, 1630",ready,artikel,SLT Rental - Krefeld 24/7,"Für den transport von 1 bis 3 Motorrädern<br/>
Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)220 x 131 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 606 kg<br/>
Extras: Auffahrrampe inkl.<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1000 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Kastenanhänger,3EA6HE,1,"750 kg Kasten, 1661",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Humbauer<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 30 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 650 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Kastenanhänger & Laubgitter,RTNVGC,1,"750 kg Laubgitter, 1618",ready,artikel,SLT Rental - Krefeld 24/7,"Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)264 x 126 x 100 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 560 kg<br/>
Extras: Laubgitteraufsatz<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben"
750 kg Motorradanhänger 3-fach,BJOMV6,2,"3-fach Motorrad, 1657, 3-fach Motorrad, 1658",ready,artikel,SLT Rental - Bonn 24/7,"Für den transport von 1 bis 3 Motorrädern<br/>
Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)220 x 131 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 606 kg<br/>
Extras: Auffahrrampe inkl.<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1000 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1300 kg Kastenanhänger & Laubgitter,2B9AK5,1,1300 kg Kastenanhänger & Laubgitter,ready,artikel,SLT Rental - Krefeld 24/7,"Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)255 x 151 x 100 cm<br/>
Gesamtgewicht: 1300 kg<br/>
Nutzlast: ca. 1000 kg<br/>
Extras: Laubgitteraufsatz & Rampen<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2150 kg z.GG hat<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1182 eingetragen haben"
750 kg Planenanhänger S,LNQBH7,2,"Stema 750 kg Planenanhänger S, 750 mit Zusatzplane",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Stema<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 100 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 630 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Kastenanhänger & Laubgitter,9RBYTF,1,KR TG-1639,ready,artikel,SLT Rental - Bonn 24/7,"Marke: Temared<br/>
Ladeflächenmaß:(LxBxH)264 x 126 x 100 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 560 kg<br/>
Extras: Laubgitteraufsatz<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1000 Kg eingetragen haben."
750 kg Planenanhänger M,7RLWP2,1,"750 kg, M 1642",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Humbauer<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 130 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 630 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Planenanhänger L,E4QDT5,1,"750 kg L, 1609 Clone",ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Stema<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 160 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 630 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Planenanhänger L,YNWU3V,1,"750 kg L, 1609",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Stema<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 160 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 630 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1300 kg Kastenanhänger & Laubgitter,I6QV84,1,"1300 kg Kastenanhänger & Laubgitter, ",ready,artikel,SLT Rental - Bonn 24/7,"Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)255 x 151 x 100 cm<br/>
Gesamtgewicht: 1300 kg<br/>
Nutzlast: ca. 1000 kg<br/>
Extras: Laubgitteraufsatz & Rampen<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2150 kg z.GG hat<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1182 eingetragen haben"
750 kg Planenanhänger XL,7HD28M,3,"750 kg XL, 1622, 750 kg XL, 1623, 750 kg XL, 1645",ready,artikel,SLT Rental - Krefeld 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: 264 x 124 x 160 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 550 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Planenanhänger XXL,86X7LN,2,"750 kg XXL, 1624, 750 kg XXL, 1625",ready,artikel,SLT Rental - Krefeld 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: 300 x 150 x 180 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 600 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1300 kg Planenanhänger,EZQM77,1,"1300kg Plane, 1626",ready,artikel,SLT Rental - Krefeld 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)300 x 150 x 190 cm<br/>
Gesamtgewicht: 1300 kg<br/>
Nutzlast: ca. 1005 kg<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2150 kg z.GG hat<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1182 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Planenanhänger M,Y9OVFR,1,"750 kg M, 1641",ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Humbauer<br/>
Ladeflächenmaß: (LxBxH)200 x 108 x 130 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 630 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1500 kg Autotransportanhänger,95OAGP,1,1500 kg Autotransportanhänger,ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Pongratz<br/>
Typ: L-PAT 300/16 G<br/>
Ladeflächenmaß: (LxBxH)301 x 165 x 17 cm<br/>
Gesamtgewicht: 1500 kg<br/>
Nutzlast: 1120 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2000 kg z.GG hat<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1364 kg eingetragen haben."
2700 kg Autotransportanhänger,OXUI12,1,2700 kg Auto 1635,ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)452 x 205 cm<br/>
Gesamtgewicht: 2700 kg<br/>
Nutzlast: 2079 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Seilwinde (max. 1000 kg)& Rampen
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Planenanhänger XL,3G3FM1,1,"750 kg XL, 1643",ready,artikel,SLT Rental - Bonn 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)264 x 124 x 160 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 550 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
2700 kg Autotransportkippanhänger,4POSMU,1,2700 kg Autotransportkippanhänger,ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)469 x 210 cm<br/>
Gesamtgewicht: 2700 kg<br/>
Nutzlast: 1985 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Seilwinde (max. 1000 kg) & Kippfunktion für tiefergelegte Autos
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
3500 kg Baumaschinenanhänger,GWO6D9,1,"3500 kg Baumaschinen, 1628",ready,artikel,SLT Rental - Mühlheim 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: ca. 350 x 168 x 25 cm<br/>
Gesamtgewicht: 3500 kg<br/>
Nutzlast: 2785 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 3182 Kg eingetragen haben"
3500 kg Baumaschinenanhänger,7WW3IY,3,"3500 kg Baumaschinen, 1628, 3500 kg Baumaschinen, 1636, 3500 kg Baumaschinen, 1655",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)350 x 168 x 25 cm<br/>
Gesamtgewicht: 3500 kg<br/>
Nutzlast: 2785 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 3182 Kg eingetragen haben "
750 kg Planenanhänger XXL,ENWG89,1,"750 kg XXL, 1644",ready,artikel,SLT Rental - Bonn 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)300 x 150 x 180 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 600 kg<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1800 kg Baumaschinenanhänger,EDE97K,2,"1800 kg Baumaschinen, 1651, 1800 kg Baumaschinenanhänger, 1652",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)2600 x 150 x 25 cm<br/>
Gesamtgewicht: 1800 kg<br/>
Nutzlast: 1349 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1637 Kg eingetragen haben."
1800 kg Baumaschinenanhänger,3F11ZC,1,"1800 kg Baumaschinen, 1653",ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: 2600 x 150 x 25 cm<br/>
Gesamtgewicht: 1800 kg<br/>
Nutzlast: 1349 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1637 Kg eingetragen haben."
1800 kg Baumaschinenanhänger,54GAQZ,2,"1800 kg Baumaschinenanhänger, 1653, 1800 kg Baumaschinenanhänger, 1654",ready,artikel,SLT Rental - Bonn,"Hersteller: Temared<br/>
Ladeflächenmaß: 2600 x 150 x 25 cm<br/>
Gesamtgewicht: 1800 kg<br/>
Nutzlast: 1349 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: durchgehende Auffahrrampe<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1637 Kg eingetragen haben."
1300 kg Planenanhänger,QDSW59,1,"1300kg Planenanhänger, 1616",ready,artikel,SLT Rental - Bonn 24/7,"Marke / Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)300 x 150 x 190 cm<br/>
Gesamtgewicht: 1300 kg<br/>
Nutzlast: ca. 1005 kg<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2150 kg z.GG hat<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1182 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
3500 kg Plattformanhänger,BOLUXJ,2,"Temared 3500 kg Plattformanhänger, Temared 3500 kg Plattformanhänger",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)512 x 211 cm<br/>
Gesamtgewicht: 3500 kg<br/>
Nutzlast: 2672 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Seilwinde & Auffahrrampen
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 3182 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Urlaubanhänger,EM45ZK,1,Unitrailer 750 kg Urlaubsanhänger,ready,artikel,SLT Rental - Krefeld 24/7,"Marke: Temared<br/>
Ladeflächenmaß: (LxBxH)150 x 106 x 70 cm<br/>
Gesamtgewicht: 750 kg<br/>
Nutzlast: ca. 640 kg<br/>
Extras: Aluminiumdeckel mit Gepäckträger(abschliesbar)<br/>
Benötigter Führerschein: B<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1000 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
750 kg Kofferanhänger,14KMC5,2,"750 kg Koffer, 1619, 750 kg Koffer 1632",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)223 x 147 x 147cm<br/>
Gesamtgewicht 750 kg<br/>
Nutzlast 387 kg<br/>
Wasserdicht<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Mit kippbarer Deichsel, für ein bequemeres Auffahren und den Transport von z.B. Quads, Motorrädern zu ermöglicht. (Kurbelhub nicht bei allen Modellen verfügbar)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2500 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
1500 kg Kofferanhänger,WWSMO3,1,"1500 kg Koffer, 1621",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)300 x 150 x 180 cm<br/>
Gesamtgewicht: 1500 kg<br/>
Nutzlast: ca. 955 kg<br/>
Benötigter Führerschein: Klasse 3, BE oder B wenn der PKW weniger als 2000 kg z.GG hat.<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 1364 kg eingetragen haben. <br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
2000 kg Kofferanhänger,WOH21S,1,Temared 2000 kg Kofferanhänger,ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)300 x 155 x 185 cm<br/>
Gesamtgewicht: 2000 kg<br/>
Nutzlast: ca.1350 kg<br/>
Benötigter Führerschein: Klasse 3 oder BE<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
2700 kg Autotransportanhänger,EVZK31,1,"2700 kg Auto, 1649",ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: 452 x 205 cm<br/>
Gesamtgewicht: 2700 kg<br/>
Nutzlast: 2079 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Seilwinde & Rampen
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben<br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
